date,received,sent,allDayReceived,allDaySent
 2017-2-5,382,948,0-4-0-0-0-0-0-0-0-0-16-36-6-72-102-0-0-0-0-42-6-98-0,0-2-0-0-0-0-0-0-0-0-10-30-0-28-88-156-302-118-30-48-38-58-0
 2017-2-6,348,250,0-0-0-0-0-0-0-0-0-0-0-44-50-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-2-0-0-28-50-0-0-0-0-0-0-0-0-0-0
 2017-2-7,200,460,0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-26-12-2-0-6-22-0,0-0-0-0-0-0-0-0-0-0-2-0-0-6-32-0-198-130-0-0-12-38-0
 2017-2-8,270,270,0-0-0-0-0-0-0-0-0-0-0-20-4-0-0-0-0-0-0-4-24-2-0,6-0-0-0-0-0-0-0-0-0-0-14-8-0-0-0-0-0-0-8-30-6-0
 2017-2-9,176,170,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-2-48-16-64-0-0,4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-38-6-50-0-0
 2017-2-10,308,384,0-0-0-0-0-0-0-0-0-0-0-0-26-2-94-0-104-40-0-0-42-0-0,0-0-0-0-0-0-0-0-0-0-0-0-18-14-146-0-88-50-0-0-68-0-0
 2017-2-11,270,192,0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-4-0-0-136-80-30-12-0,0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-4-0-0-46-92-42-0-0
 2017-2-12,296,248,14-0-0-0-0-0-0-0-0-0-6-52-4-62-8-10-22-14-0-2-24-0-0,12-0-0-0-0-0-0-0-0-0-10-34-0-36-8-10-18-8-0-0-12-0-0
 2017-2-13,32,28,0-0-0-0-0-0-0-0-0-4-4-0-0-0-0-0-0-0-0-0-0-2-0,0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-0-2-0-0
 2017-2-14,18,12,10-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-2-0-0-0-0,10-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0
 2017-2-15,486,300,6-0-0-0-0-0-0-0-2-4-0-2-10-16-14-2-0-0-6-80-168-162-0,10-0-0-0-0-0-0-0-16-0-0-6-6-10-18-0-4-0-0-24-94-96-0
 2017-2-16,238,414,0-0-0-0-0-0-0-4-0-2-0-22-0-32-2-12-0-12-54-0-14-2-0,0-0-0-0-0-0-0-22-0-0-0-32-0-4-6-44-0-18-86-2-16-8-0
 2017-2-17,134,100,2-0-0-0-0-0-0-0-0-0-0-0-0-0-36-0-0-4-6-4-0-8-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-28-0-0-0-6-12-0-2-0
 2017-2-18,12,18,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-4-0,4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-12-0
 2017-2-19,60,96,2-14-4-0-0-0-0-0-0-0-0-10-6-0-0-18-6-0-0-0-0-0-0,0-12-8-0-0-0-0-0-0-0-0-22-4-0-0-42-8-0-0-0-0-0-0
 2017-2-20,246,304,0-0-0-0-0-0-0-8-0-0-0-0-18-0-0-0-0-2-0-78-40-100-0,0-0-0-0-0-0-0-6-0-0-0-0-16-0-0-0-0-0-0-122-62-98-0
 2017-2-21,168,218,0-0-0-0-0-0-4-4-2-0-0-0-0-14-8-2-0-58-0-0-26-0-0,0-0-0-0-0-0-2-8-2-0-0-0-0-14-8-8-0-58-0-0-36-0-0
 2017-2-22,96,94,0-0-0-0-0-0-0-0-2-0-0-10-4-4-0-0-0-0-0-32-10-26-0,0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-10-0-0-48-18-12-0
 2017-2-23,32,24,0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-14-8-0-0,0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-20-0-0-0
 2017-2-24,176,132,0-0-0-0-0-0-0-0-0-0-0-0-0-4-10-0-0-0-26-2-0-134-0,0-0-0-0-0-0-0-0-0-0-0-0-0-22-0-0-0-0-28-2-0-78-0
 2017-2-25,450,362,6-0-0-0-0-0-0-0-0-16-2-72-16-2-12-6-4-0-0-0-132-16-0,0-0-0-0-0-0-0-0-0-40-4-78-34-4-4-4-0-0-2-0-108-8-0
 2017-2-26,58,60,0-0-0-0-0-0-0-0-0-0-0-6-2-0-2-0-0-6-0-0-4-38-0,0-0-0-0-0-0-0-0-0-6-0-2-6-0-0-0-0-2-0-0-0-44-0
 2017-2-27,126,156,0-0-0-0-0-0-0-0-0-2-0-0-0-4-0-0-2-2-0-28-66-12-0,0-0-0-0-0-0-0-2-0-0-0-0-0-4-0-4-4-0-0-50-74-16-0
 2017-2-28,136,140,4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-30-10-18-74-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-34-26-28-48-0
 2017-3-1,96,148,0-0-0-0-0-0-0-0-0-0-14-0-2-0-0-0-0-0-4-36-0-4-0,0-0-0-0-0-0-0-0-0-0-34-0-0-2-0-0-2-0-0-52-8-4-0
 2017-3-2,96,118,0-0-4-0-0-0-0-0-2-2-0-2-10-0-0-0-4-18-14-8-2-22-0,0-0-0-0-0-0-0-0-0-0-4-0-16-0-0-0-8-38-14-18-0-6-0
 2017-3-3,84,118,0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-54-0-20-6-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-64-0-36-12-2-0
 2017-3-4,368,468,0-0-0-0-0-0-0-0-0-0-22-30-4-42-10-4-0-14-18-38-100-14-0,0-0-0-0-0-0-0-0-0-0-30-60-4-54-10-0-0-28-14-34-120-32-0
 2017-3-5,278,360,0-0-0-0-0-0-0-0-0-0-18-46-4-36-14-0-46-2-26-28-44-2-0,0-0-0-0-0-0-0-0-0-0-38-32-2-56-18-0-88-4-30-48-36-2-0
 2017-3-6,156,242,0-0-0-0-0-0-0-0-0-0-0-0-0-8-34-2-0-62-0-0-2-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-64-2-0-96-0-0-16-0-0
 2017-3-7,48,70,0-0-0-0-0-0-0-0-0-2-0-2-0-2-0-4-2-2-4-0-22-8-0,0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-14-0-0-6-0-36-10-0
 2017-3-8,182,224,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-74-16-0-36-38-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-80-20-0-56-58-0
 2017-3-9,64,104,0-0-0-0-0-0-12-0-0-0-0-4-0-0-0-0-0-0-0-40-4-0-0,0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-0-0-64-16-0-0
 2017-3-10,200,256,20-0-0-0-0-0-0-0-0-0-0-0-0-0-4-8-2-0-22-22-26-4-0,2-0-0-0-0-0-4-6-0-0-0-0-0-10-0-22-6-0-22-36-28-4-0
 2017-3-11,374,470,0-0-0-0-0-0-0-0-0-34-6-34-42-0-0-2-0-0-0-54-64-134-0,0-0-0-0-0-0-0-0-0-44-0-58-30-8-0-8-2-0-0-84-92-144-0
 2017-3-12,588,724,0-0-0-0-0-0-0-0-0-50-70-168-20-0-46-86-68-6-38-0-0-36-0,0-0-0-0-0-0-0-0-0-62-78-216-26-0-68-96-114-4-34-0-0-20-0
 2017-3-13,142,188,0-0-0-0-0-0-0-0-2-0-4-4-0-2-0-0-0-0-30-92-0-6-0,0-0-0-0-0-0-0-2-0-0-2-0-0-0-0-0-0-0-30-144-0-8-0
 2017-3-14,228,342,0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-10-122-28-56-2-0-4-0,0-0-0-0-0-0-0-0-0-0-0-0-2-16-0-12-166-62-70-0-10-4-0
 2017-3-15,280,418,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-34-20-96-20-60-40-0,0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-8-34-26-150-20-108-64-0
 2017-3-16,198,282,0-0-0-0-0-0-0-0-22-2-0-0-8-2-0-0-0-2-22-6-84-18-0,0-0-0-0-0-0-0-0-20-2-0-0-20-0-0-0-0-0-26-10-112-16-0
 2017-3-17,258,356,0-0-0-0-0-0-0-0-0-0-0-0-8-4-8-4-14-6-70-32-72-40-0,0-0-0-0-0-0-0-0-0-0-0-0-0-8-8-2-24-22-110-34-100-48-0
 2017-3-18,242,320,0-0-0-0-0-0-0-0-0-64-8-20-60-36-8-0-0-0-4-0-24-6-0,0-0-0-0-0-0-0-0-0-118-20-6-76-36-2-2-0-0-8-0-38-10-0
 2017-3-19,160,184,2-0-0-0-0-0-0-0-0-2-0-24-60-10-26-4-2-6-0-4-2-10-0,0-0-0-0-0-0-0-0-0-0-0-10-98-0-30-8-0-0-4-2-18-14-0
 2017-3-20,158,184,0-0-0-0-0-0-0-0-0-0-0-8-30-2-0-0-6-4-0-4-0-102-0,0-0-0-0-0-0-0-4-0-0-0-0-40-0-0-0-20-0-0-0-0-120-0
 2017-3-21,116,132,0-0-0-0-0-0-0-0-0-10-10-0-2-0-0-2-0-0-0-26-48-16-0,0-0-0-0-0-0-0-0-0-6-2-0-0-0-0-2-0-0-0-30-66-26-0
 2017-3-22,60,88,4-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-2-12-8-26-0,0-0-0-0-0-0-0-0-0-0-34-0-0-0-0-0-2-0-0-10-8-26-0
 2017-3-23,106,90,0-0-0-0-0-0-0-0-0-2-0-6-0-0-0-0-12-0-4-0-24-12-0,0-0-0-0-0-0-0-0-0-0-2-8-4-0-0-0-2-0-8-0-32-0-0
 2017-3-24,238,268,2-0-0-0-0-0-0-0-0-0-0-0-0-0-4-0-50-10-2-12-46-102-0,0-0-0-0-0-0-0-0-0-2-0-0-0-0-2-0-50-0-6-4-50-150-0
 2017-3-25,282,364,0-0-0-0-0-0-0-2-2-0-0-0-0-0-20-36-0-0-108-34-42-22-0,0-0-0-0-0-0-0-0-6-0-0-0-0-0-26-52-0-0-136-60-36-28-0
 2017-3-26,170,178,0-0-0-0-0-0-0-0-0-0-0-0-6-38-10-0-58-12-34-2-10-0-0,0-0-0-0-0-0-0-0-0-0-0-0-2-54-8-2-46-18-40-0-2-4-0
 2017-3-27,190,234,20-0-0-0-0-2-2-0-0-0-6-0-44-58-10-0-0-4-12-10-0-22-0,32-0-0-0-0-0-0-0-0-2-6-4-66-76-10-0-0-8-6-12-0-12-0
 2017-3-28,254,312,8-4-0-0-0-0-0-0-0-0-0-0-12-2-112-0-38-6-0-2-30-6-0,0-0-0-0-0-0-0-0-0-2-0-8-12-10-178-4-26-0-0-0-30-8-0
 2017-3-29,28,46,0-0-0-0-0-0-0-0-0-0-10-2-0-4-2-0-2-0-0-4-0-2-0,0-0-0-0-0-0-0-0-0-0-10-0-0-0-2-0-0-0-0-22-0-8-0
 2017-3-30,168,186,0-0-0-0-0-0-0-0-0-0-2-0-0-10-0-0-0-0-66-2-16-0-0,0-0-0-0-0-0-0-0-0-0-2-0-0-12-2-0-0-0-82-0-22-4-0
 2017-3-31,278,310,0-2-0-0-6-0-2-14-0-6-2-12-12-0-0-0-6-56-0-32-0-0-0,0-0-0-0-0-0-0-20-2-10-4-4-22-0-0-0-0-82-0-34-0-0-0
 2017-4-1,252,312,0-80-2-0-0-0-0-0-0-0-6-22-40-4-12-30-0-2-0-26-22-6-0,2-90-0-0-0-0-0-0-0-0-0-22-48-8-24-58-14-0-0-18-24-4-0
 2017-4-2,464,444,2-0-0-0-0-0-0-6-48-118-26-10-46-2-16-10-48-14-0-0-10-4-0,0-0-0-0-0-0-2-0-36-110-34-12-32-0-38-16-54-6-2-0-8-2-0
 2017-4-3,268,294,2-0-0-0-0-0-0-10-0-0-4-0-0-30-58-10-10-42-12-16-0-34-0,8-0-0-0-0-0-0-0-0-0-0-0-0-34-74-20-0-34-24-32-0-36-0
 2017-4-4,224,258,0-0-0-0-0-0-0-0-0-0-2-10-6-0-6-134-10-0-2-0-44-4-0,0-0-0-0-0-0-0-0-0-0-0-12-6-2-10-156-4-0-0-6-52-8-0
 2017-4-5,224,278,0-0-0-0-0-0-0-0-0-0-84-2-4-12-58-0-2-4-2-44-0-2-0,0-0-0-0-0-0-0-0-6-0-90-2-20-14-96-0-0-6-0-42-0-2-0
 2017-4-6,132,146,0-0-0-0-0-0-0-2-0-4-0-6-14-4-18-0-0-4-12-12-20-0-0,0-0-0-0-0-0-0-0-0-0-0-0-24-4-10-0-0-0-22-0-30-0-0
 2017-4-7,160,230,2-0-0-0-0-0-4-0-0-0-0-0-0-0-2-34-0-8-0-0-0-0-0,0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-52-0-8-0-0-0-4-0
 2017-4-8,46,42,0-0-0-0-0-0-0-0-2-6-2-8-0-0-0-4-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-10-0-2-0-0-0-0-0-0-0-0-2-0
 2017-4-9,68,56,0-0-0-0-0-0-0-0-0-0-6-0-2-0-0-0-0-0-0-34-18-6-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-16-18-16-0
 2017-4-10,632,586,70-8-0-0-0-0-0-0-0-0-0-18-84-12-0-176-30-4-2-60-0-72-0,84-4-0-0-0-0-0-0-0-0-0-18-128-26-0-42-38-0-2-68-0-78-0
 2017-4-11,426,290,0-0-0-0-0-0-0-0-0-0-2-0-0-114-6-2-152-4-0-26-6-2-0,0-0-0-0-0-0-0-0-0-0-0-2-6-60-4-12-100-6-0-26-4-0-0
 2017-4-12,276,224,0-4-0-0-0-0-0-0-0-0-0-36-16-76-2-0-0-0-4-4-0-6-0,0-0-0-0-0-0-0-0-0-0-6-38-4-90-4-0-0-0-6-6-0-0-0
 2017-4-13,82,86,0-0-0-0-0-0-0-0-0-0-2-0-0-4-2-4-4-0-0-0-0-56-0,0-0-0-0-0-0-0-0-0-0-0-0-6-2-0-10-10-0-0-0-16-32-0
 2017-4-14,318,292,6-0-0-0-0-0-0-0-0-0-4-38-2-26-184-0-26-4-4-0-0-0-0,2-0-0-0-0-0-2-0-0-0-8-46-0-26-128-0-30-10-8-0-0-0-0
 2017-4-15,94,122,4-0-0-0-0-0-0-0-0-0-16-0-0-20-0-0-0-38-0-0-0-2-0,0-0-0-0-0-0-0-0-0-4-8-4-0-42-4-0-0-40-2-0-4-0-0
 2017-4-16,236,196,0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-72-92-0-36-0-18-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-52-2-52-42-0-26-4-18-0
 2017-4-17,642,722,12-24-0-0-0-0-2-0-0-0-0-72-2-16-10-6-64-2-44-72-54-36-0,18-24-0-0-0-0-0-0-0-0-0-108-0-14-4-4-90-0-36-124-72-94-0
 2017-4-18,178,350,0-0-0-0-0-0-0-8-0-6-6-2-8-36-10-0-0-0-20-42-6-6-0,0-0-0-0-0-0-0-0-0-10-0-0-10-62-70-4-0-2-36-70-14-42-0
 2017-4-19,376,590,0-0-0-0-0-0-0-2-2-0-20-58-30-14-0-4-8-26-22-20-44-90-0,8-6-0-0-0-0-0-0-0-0-44-46-38-12-0-0-0-34-30-12-80-172-0
 2017-4-20,200,226,28-2-0-0-0-0-0-0-0-40-14-0-0-0-0-0-38-10-0-0-42-18-0,18-0-0-0-0-0-0-0-0-52-24-0-0-0-0-0-40-14-0-0-42-32-0
 2017-4-21,118,146,0-0-0-0-0-0-0-0-0-0-0-8-22-2-2-2-2-2-0-10-48-18-0,0-0-0-0-0-0-0-0-0-0-0-4-24-0-2-4-6-0-0-18-50-38-0
 2017-4-22,230,280,0-0-0-0-0-0-0-0-0-0-6-6-4-0-0-0-0-0-0-30-106-72-0,0-0-0-0-0-0-0-0-0-0-14-0-0-0-0-0-0-0-6-62-124-66-0
 2017-4-23,510,550,10-0-0-0-0-0-0-0-0-0-110-12-0-8-30-44-42-36-0-2-0-0-0,8-0-0-0-0-0-0-0-0-0-68-10-0-22-22-58-50-64-4-6-0-0-0
 2017-4-24,204,264,0-0-0-0-0-0-0-0-0-0-0-0-18-2-0-0-16-20-26-72-16-18-0,0-0-0-0-0-0-0-0-0-0-0-10-28-0-2-0-32-8-30-98-32-10-0
 2017-4-25,158,222,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-22-20-62-0,0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-4-54-36-76-0
 2017-4-26,226,336,0-0-0-0-0-0-0-0-0-0-12-16-0-0-42-30-30-4-18-8-8-12-0,0-0-0-0-0-0-0-0-0-0-24-22-0-0-46-72-44-0-20-26-10-22-0
 2017-4-27,142,144,0-0-0-0-0-0-0-0-4-0-0-0-46-4-2-2-12-10-48-0-6-6-0,0-0-0-0-0-0-0-0-2-0-4-0-72-4-4-0-10-6-36-0-0-6-0
 2017-4-28,80,194,0-0-0-0-0-0-2-0-2-0-2-0-4-0-0-0-2-0-0-0-0-0-0,12-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0
 2017-4-29,214,216,74-4-0-0-0-0-0-0-0-0-32-0-0-24-2-2-42-8-0-0-0-26-0,68-0-0-0-0-0-0-0-0-0-24-0-0-32-4-6-34-0-0-0-0-48-0
 2017-4-30,70,94,8-0-0-0-0-0-0-0-0-0-14-18-18-0-2-0-0-0-0-0-0-0-0,12-2-0-0-0-0-0-0-0-0-18-14-28-4-0-0-0-0-0-0-0-0-0
 2017-5-1,54,54,0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-2-24-18-0-6-0-0,0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-24-20-0-0-0-0
 2017-5-2,84,64,0-0-0-0-0-0-0-0-0-8-12-0-4-0-0-0-0-0-2-14-4-40-0,0-0-0-0-0-0-0-0-0-6-2-0-2-0-0-0-0-0-4-18-0-32-0
 2017-5-3,164,198,64-2-0-0-0-0-0-0-0-2-0-4-0-0-2-54-0-2-26-6-0-0-0,32-0-0-0-0-0-0-0-0-0-8-0-0-0-6-98-0-0-44-10-0-0-0
 2017-5-4,270,348,2-10-0-0-0-0-0-0-0-6-0-6-0-44-0-20-0-0-0-20-14-144-0,0-0-0-0-0-0-0-0-0-8-0-8-0-44-0-34-2-0-0-36-8-198-0
 2017-5-5,236,304,30-8-0-0-0-0-0-0-0-0-28-4-0-0-8-8-0-10-0-4-40-42-0,26-10-0-0-0-0-0-0-4-0-24-0-2-0-4-18-0-12-0-10-68-54-0
 2017-5-6,204,284,0-0-0-0-0-0-0-0-0-4-0-0-0-4-0-2-12-20-10-16-58-68-0,0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-8-28-22-20-90-100-0
 2017-5-7,170,202,18-0-0-0-0-0-0-4-0-0-0-0-10-6-52-10-16-16-0-8-0-0-0,24-0-0-0-0-0-0-0-0-0-0-0-6-0-76-12-26-10-0-12-0-0-0
 2017-5-8,224,162,0-0-0-0-0-0-0-0-0-4-0-4-28-2-0-0-4-150-32-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-8-38-2-0-0-4-100-10-0-0-0-0
 2017-5-9,62,96,0-0-0-0-0-0-0-0-0-0-0-0-8-2-2-6-0-0-2-0-0-42-0,0-0-0-0-0-0-0-0-0-0-0-4-4-16-0-8-0-0-0-0-0-64-0
 2017-5-10,132,178,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-18-0-8-0-0-30-0,0-0-0-0-0-0-0-0-0-0-0-0-6-4-0-4-30-6-6-0-0-34-0
 2017-5-11,54,114,0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-2-10-0-0-2-26-0-0,0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-2-34-0-0-2-32-2-0
 2017-5-12,42,44,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-38-4-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-42-0-0-0-0-0-0
 2017-5-13,72,64,0-0-0-0-0-0-0-0-12-0-0-0-0-0-0-0-38-0-0-6-16-0-0,0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-0-30-0-0-4-26-0-0
 2017-5-14,442,642,4-0-0-0-0-0-0-0-0-2-0-0-2-56-66-0-2-4-4-8-168-78-0,0-0-0-0-0-0-0-0-0-0-0-0-0-82-168-8-2-2-2-6-232-78-0
 2017-5-15,198,238,2-0-0-0-0-0-0-0-0-24-4-0-0-0-0-0-8-0-34-28-28-48-0,0-0-0-0-0-0-0-0-2-16-2-0-0-0-0-0-2-0-48-38-36-60-0
 2017-5-16,192,256,2-0-0-0-2-0-0-2-0-12-0-26-0-14-0-0-4-0-20-0-0-0-0,0-0-0-0-0-0-0-0-0-14-0-20-0-8-2-0-10-2-12-0-0-0-0
 2017-5-17,156,188,0-0-0-2-0-0-0-2-0-0-10-0-2-2-0-0-0-36-16-0-0-62-0,0-0-0-0-0-0-0-2-0-0-0-2-0-0-0-0-10-62-4-0-0-90-0
 2017-5-18,270,334,14-2-0-0-0-0-0-0-0-16-10-0-0-68-8-0-22-0-4-0-26-4-0,10-0-0-0-0-0-0-0-0-26-22-0-0-84-12-0-30-0-2-16-40-22-0
 2017-5-19,348,442,6-0-0-0-0-0-0-0-0-0-6-50-0-42-18-70-2-0-52-0-4-2-0,4-0-0-0-0-0-0-0-0-0-0-76-0-58-36-68-4-0-92-0-0-6-0
 2017-5-20,124,188,4-12-0-0-0-0-0-0-0-0-0-0-0-56-48-4-0-0-0-0-0-0-0,4-14-0-0-0-0-0-0-0-0-0-52-0-78-32-8-0-0-0-0-0-0-0
 2017-5-21,130,184,0-0-0-0-0-0-0-0-0-0-0-0-12-0-0-0-0-40-0-6-10-0-0,0-0-0-0-0-0-0-0-0-0-2-0-4-50-4-2-0-30-0-2-6-0-0
 2017-5-22,90,480,0-0-0-0-0-0-0-0-0-2-38-6-0-24-4-0-6-8-2-0-0-0-0,0-0-0-0-0-0-0-0-0-8-40-0-2-32-34-166-32-8-46-38-70-4-0
 2017-5-23,106,134,10-12-0-0-0-0-0-0-0-0-0-0-14-0-0-0-4-52-10-0-0-2-0,6-22-0-0-0-0-0-0-8-2-0-0-26-4-0-0-0-58-0-0-0-6-0
 2017-5-24,184,216,24-0-0-0-0-2-0-0-0-0-0-4-2-16-4-0-0-26-4-24-46-2-0,38-2-0-0-0-0-0-0-0-0-0-0-4-14-4-0-0-22-6-38-38-2-0
 2017-5-25,36,38,0-0-0-0-0-0-0-0-2-0-20-6-0-0-2-0-0-2-0-2-0-0-0,0-0-0-0-0-0-0-0-0-0-24-4-0-10-0-0-0-0-0-0-0-0-0
 2017-5-26,186,238,2-4-0-0-0-0-0-0-0-0-0-4-0-20-4-2-6-12-2-46-18-52-0,0-0-0-0-0-0-0-0-0-0-0-0-6-14-0-0-18-6-0-64-18-96-0
 2017-5-27,126,196,38-26-0-6-0-0-0-0-0-0-2-0-0-0-0-0-0-2-4-0-0-12-0,32-24-0-6-0-0-0-0-0-0-0-0-0-4-2-0-0-0-0-0-0-0-0
 2017-5-28,178,394,2-0-0-0-0-0-0-0-0-0-0-0-2-22-66-14-22-10-8-0-0-2-0,0-0-0-2-0-0-0-0-0-0-0-0-0-4-170-16-20-56-52-0-4-8-0
 2017-5-29,202,532,0-2-0-4-0-0-2-0-0-2-18-0-16-4-44-68-28-4-4-0-0-0-0,160-80-6-8-0-0-0-2-4-0-18-2-32-12-40-58-38-10-4-0-0-0-0
 2017-5-30,198,270,0-0-0-4-0-0-0-0-0-0-0-10-20-0-0-0-2-30-64-0-24-2-0,0-0-0-4-0-0-0-0-0-2-2-28-22-0-0-0-30-46-66-0-22-0-0
 2017-5-31,472,432,4-0-4-0-0-0-0-0-0-0-0-6-0-82-154-74-100-4-32-0-6-2-0,4-0-0-0-0-0-0-0-0-0-0-12-0-96-128-72-64-4-24-2-10-0-0
 2017-6-1,372,566,102-40-24-0-0-0-0-0-2-0-0-0-0-2-14-30-100-6-12-0-36-0-0,150-82-20-0-0-0-0-0-0-0-0-0-0-6-30-68-148-12-26-0-24-0-0
 2017-6-2,214,342,0-0-0-0-0-0-0-0-0-0-0-34-2-0-28-40-12-0-0-0-2-0-0,34-0-0-0-0-0-0-0-0-0-0-32-6-0-40-50-6-0-0-0-0-4-0
 2017-6-3,140,690,4-10-70-2-0-0-0-0-0-4-0-0-0-0-0-18-8-24-0-0-0-0-0,26-58-104-62-2-0-0-0-0-0-0-0-114-92-32-68-50-68-6-0-0-0-0
 2017-6-4,268,494,34-66-26-40-0-0-0-0-0-0-0-0-0-6-30-8-0-34-8-14-0-0-0,110-146-30-50-0-0-0-0-0-0-0-0-0-6-42-6-0-56-4-20-0-14-0
 2017-6-5,64,202,16-14-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-6-10-6-0-0-0,30-66-34-2-0-0-0-0-0-0-0-18-0-0-4-0-4-0-10-2-0-12-0
 2017-6-6,172,252,22-2-0-0-0-0-0-0-0-0-0-0-0-36-0-0-54-0-48-0-0-0-0,22-4-0-0-0-0-0-0-0-0-0-0-8-38-0-0-54-4-104-0-4-0-0
 2017-6-7,74,128,0-0-0-0-0-0-0-0-0-0-0-0-0-54-0-0-0-6-2-8-2-2-0,0-0-0-0-4-0-0-2-0-0-0-0-0-92-0-0-0-0-8-16-6-0-0
 2017-6-8,310,360,0-2-4-0-0-0-0-0-0-0-0-0-0-50-32-0-38-2-4-0-48-0-0,0-6-8-0-0-0-0-0-0-0-0-0-0-44-42-0-78-16-0-0-64-0-0
 2017-6-9,88,98,4-0-54-0-0-0-0-2-0-0-0-0-0-0-0-0-8-0-10-4-4-0-0,0-0-44-0-0-0-0-0-0-0-0-0-0-0-0-0-22-0-20-0-4-2-0
 2017-6-10,28,854,0-2-2-0-12-0-0-0-0-0-0-0-0-0-2-0-0-4-0-0-0-0-0,0-212-348-82-6-0-0-0-0-0-0-0-0-2-4-6-0-24-4-0-0-68-0
 2017-6-11,82,842,20-4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-0-0,274-182-68-104-14-0-0-0-0-0-0-2-0-0-0-0-0-20-0-0-0-0-0
 2017-6-12,246,322,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-46-80-0-116-4-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-56-100-6-160-0-0
 2017-6-13,306,426,0-38-24-0-0-0-0-0-0-0-0-54-42-0-0-0-10-2-12-0-0-0-0,2-50-42-0-4-0-0-0-0-0-0-70-34-0-0-2-14-0-22-0-2-0-0
 2017-6-14,102,122,6-0-2-0-0-0-0-0-0-0-0-0-0-0-16-0-0-2-8-68-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-30-0-4-0-8-74-2-0-0
 2017-6-15,24,38,4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-14-0-0-0-0-0-0,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-14-4-0-0-6-0-0
 2017-6-16,134,264,24-28-4-0-0-0-0-0-0-0-2-6-18-2-40-2-2-0-0-0-0-0-0,44-36-10-0-0-0-0-0-0-0-2-0-18-2-98-52-0-0-2-0-0-0-0
 2017-6-17,130,136,0-0-14-12-0-2-0-0-0-0-4-0-0-6-4-2-18-10-2-18-0-0-0,2-0-28-14-2-0-0-0-0-0-4-0-0-0-0-0-26-6-0-20-4-0-0
 2017-6-18,386,568,78-40-38-28-2-0-0-0-0-0-0-0-14-0-30-2-68-72-12-2-0-0-0,88-36-56-18-0-0-0-0-0-0-0-0-20-44-108-2-96-84-10-0-2-0-0
